BusName,BusType,StartTime,EndTime,Rating,Price,TotalDuration,SeatsAvailable,RouteName,Links
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),23:25,08:00,4,₹702,8h 35m,12 Seats,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:30,4.5,₹479,8h,15 Seats,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:30,05:45,4.6,₹459,8h 15m,9 Seats,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,07:00,4.5,₹519,8h 45m,11 Seats,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
Raj Kalpana Travels Pvt.ltd,Bharat Benz A/C Seater /Sleeper (2+1),23:15,07:15,4.4,₹405,8h,32 Seats,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:30,06:45,4.6,₹479,8h 15m,7 Seats,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:15,07:15,4.5,₹489,8h,15 Seats,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,06:15,4.6,₹499,8h 15m,7 Seats,Delhi to Lucknow,https://www.redbus.in/bus-tickets/delhi-to-lucknow
FlixBus,A/C Semi Sleeper (2+2),17:15,20:05,4.5,₹451,2h 50m,10 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
RS Yadav Smart Bus,VE A/C Seater / Sleeper (2+1),20:30,00:20,4.3,₹750,3h 50m,26 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
New Khaira TPT,Bharat Benz A/C Sleeper (2+1),20:45,01:30,3.5,₹475,4h 45m,26 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Rahul Travels,AshokLeyland Stile A/C,21:00,00:45,3.5,₹630,3h 45m,6 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Rahul Travels,AshokLeyland Stile A/C,21:30,01:15,3.5,₹630,3h 45m,17 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
RS Yadav Smart Bus,VE A/C Seater / Sleeper (2+1),21:40,02:30,4.3,₹750,4h 50m,25 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
FlixBus,A/C Sleeper (2+1),22:00,02:40,4.3,₹386,4h 40m,15 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
RS Yadav Smart Bus,A/C Seater / Sleeper (2+1),22:15,02:25,4.3,₹440,4h 10m,30 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Fasttrack Travels,A/C Seater/Sleeper (2+1),22:15,02:15,3,₹809,4h,48 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
FlixBus,Bharat Benz A/C Semi Sleeper (2+2),22:15,02:00,4.3,₹318,3h 45m,40 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:25,03:10,3.9,₹590,4h 45m,31 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+1),22:30,02:00,3.8,₹621,3h 30m,3 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Zingbus Plus,A/C Seater/Sleeper (2+1),22:30,02:40,4.4,₹601,4h 10m,10 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
NueGo,Electric A/C Seater (2+2),22:30,01:50,3.3,₹676,3h 20m,15 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
FlixBus,A/C Semi Sleeper (2+2),22:45,02:30,4.3,₹416,3h 45m,21 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
India Tours & Travels (GetBookCab),Bharat Benz A/C Semi Sleeper (2+2),22:50,01:00,3.8,₹613,2h 10m,25 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
International Tourist Centre,Bharat Benz A/C Sleeper (2+1),22:55,03:30,5,₹809,4h 35m,26 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+1),23:00,00:30,5,₹629,1h 30m,15 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Mahadev SmartBus,A/C Seater / Sleeper (2+2),23:10,03:30,4.8,₹455,4h 20m,16 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:15,03:25,4.4,₹437,4h 10m,21 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
NueGo,Electric A/C Seater (2+2),23:30,02:50,3.3,₹511,3h 20m,19 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
FlixBus,A/C Semi Sleeper (2+2),23:35,02:25,4.3,₹379,2h 50m,17 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
FlixBus,Bharat Benz A/C Sleeper (2+1),23:45,03:25,3,₹629,3h 40m,33 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
OurBus India Limited,VE A/C Sleeper (2+1),19:00,22:30,2.7,₹462,3h 30m,18 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Fasttrack Travels,VE A/C Seater / Sleeper (2+2),22:30,01:50,2.9,₹539,3h 20m,25 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
NAINI HOLIDAYS,A/C Seater / Sleeper (2+2),21:30,02:00,3.3,"₹1,099",4h 30m,50 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),22:45,01:10,4.1,₹874,2h 25m,4 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
International Tourist Centre,Bharat Benz A/C Sleeper (2+1),22:59,03:50,3.9,"₹1,049",4h 51m,27 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
Royal Safari India Travels,A/C Seater / Sleeper (2+1),23:00,03:00,3,₹856,4h,13 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
NueGo,Electric A/C Sleeper (2+1),23:05,02:30,3.3,₹855,3h 25m,35 Seats,Delhi to Moradabad,https://www.redbus.in/bus-tickets/delhi-to-moradabad
